coreid	type	description	rights	references	source	language	license	identifier
wfo-0001025700	distribution	Peru (Depts. Arequipa, Ayacucho, Cajamarca and Tacna), on rocky cracks and humid places and in the shade, in rich soils, among herbs or shrubs, 2350-3900 m in elevation.		http://solanaceaesource.org/content/solanum-acroscopicum		eng	http://creativecommons.org/licenses/by/3.0/	d82521f5-8ebe-4c3f-9f32-5a0d95d6fbad#distribution
wfo-0001025700	general	Herbs 0.30-2.0 m tall, erect. Stems 5-20 mm in diameter at base of plant, unwinged or narrowly winged, glabrous, light green or with purple dots in the basal part.Sympodial units tri- to plurifoliate, not geminate.Leaves odd-pinnate, the blades 9-31 x 5.5-18 cm, medium green abaxially and adaxially, chartaceous, glabrous to glabrescent with very short white hairs adaxially, glabrous abaxially; lateral leaflet pairs 4-5, not or just slightly decreasing in size toward the leaf base except for the most proximal lateral leaflet whose size decreases considerably, with the terminal leaflet generally subequal or slightly larger to the laterals; most distal lateral leaflets 3.7-8.6 x 1.1-2.3 cm, ovate to elliptic, the apex acute to acuminate, the base typically petiolulate and attenuate to rounded, sometimes asymmetric with more tissue on the basiscopic side; terminal leaflet 3.5-10.5 x 0.7-2.7 cm, ovate to elliptic, the apex acute to acuminate, the base attenuate; interjected leaflets 0-16, sessile to short petiolulate, ovate to orbicular; petioles 0.8-2.6 cm, glabrous. Pseudostipules 5-15 mm long, glabrous to subglabrous.Inflorescences 5.3-17.5 cm, terminal and lateral with a subtending axillary bud, generally in distal half of the plant, usually forked, with 10-40 flowers, with all flowers apparently perfect, the axes glabrous; peduncle 2-12 cm long; pedicels 15-40 mm long in flower and fruit, articulated high in the distal half.Flowers homostylous, 5-merous. Calyx 3-8 mm long, the tube 1-3 mm, the lobes 2-7 mm, ovate to apiculate, with linear acumens 2-7 mm long, glabrous. Corolla 2.5-4 cm in diameter, pentagonal to rotate-pentagonal, lilac to purple, the tube 1-2 mm long, the acumens 0.8-4 mm long, the corolla edges flat, not folded dorsally, glabrous abaxially and adaxially but with short white hairs on the corolla acumens . Stamens with the filaments 0.5-2 mm long; anthers 5.5-8 mm long, lanceolate, connivent, yellow, poricidal at the tips, the pores lengthening to slits with age. Ovary glabrous; style 10.5-12 mm x ca. 1 mm, exceeding stamens by 3-4 mm, straight, glabrous; stigma clavate to capitate.Fruit a globose berry, 1.5-2 cm in diameter, green, sometimes with white dots when ripe, glabrous.Seeds from living specimens ovoid and ca. 2 mm long, whitish to greenish in fresh condition and drying brownish, with a thick covering of “hair-like” lateral walls of the testal cells that make the seeds mucilaginous when wet, green-white throughout; testal cells honeycomb-shaped when lateral walls removed by enzyme digestion.		http://solanaceaesource.org/content/solanum-acroscopicum		eng	http://creativecommons.org/licenses/by/3.0/	d82521f5-8ebe-4c3f-9f32-5a0d95d6fbad#general
wfo-0001025704	distribution	Upland areas across East and Southern Africa, with some occurrence in West Africa. Solanum aculeastrum appears to be most abundant across Uganda, Democratic Republic of the Congo, Kenya, and Tanzania, with a second area of common occurrence in eastern South Africa; this may be an artifact of uneven collecting, however. Forest margins, grassland, scrub, and open disturbed places at 1200-2100 m elevation, occasionally found up to 3200 m elevation.		http://solanaceaesource.org/content/solanum-aculeastrum		eng	http://creativecommons.org/licenses/by/3.0/	40012d7d-8fa8-4252-b91a-24ab69ab95b9#distribution
wfo-0001025704	general	Erect shrub to small tree, 1-6 m, prickly. Young stems terete, densely stellate-pubescent and prickly, with porrect to multangulate, sessile or variously stalked trichomes, the stalks to 2 mm long, the rays 8-12, 0.1-0.5 mm long, the midpoints shorter than the rays or up to 1 mm long, the prickles 8-17 mm long, 3-10 mm wide at base, curved, occasionally straight, strongly flattened, prominent, orange to orange-brown, glabrous to sparsely stellate-pubescent in the lower half, spaced 5-20 mm apart; bark of older stems stellate-pubescent to glabrescent, gray to red-brown or brown. Sympodial units plurifoliate. Leaves lobed, the blades 8-15 cm long, 6-12 cm wide, 1.5-2 times longer than wide, ovate, sometimes elliptic, chartaceous, drying strongly discolorous; adaxial surface red-green to yellow-green, glabrescent; abaxial surface white-gray, densely stellate-pubescent, with porrect and multangulate, sessile or stalked trichomes, the stalks to 0.1 mm long, the rays 8-12, 0.15-0.8 mm long, the midpoints same length as the rays or up to 1 mm long, with 0-2 prickles on both surfaces; the primary veins 3-6 pairs, the tertiary venation visible on both surfaces; base cordate to truncate, sometimes auriculate; margins lobed, the lobes 2-3 on each side, 1.5-4.5 cm long, extending 1/4-3/4 of the distance to the midvein, broad-deltate, often with secondary lobing, apically obtuse, sometimes rounded; apex acute; petiole 1.2-3 cm long, ca. 1/6 of the leaf blade length, densely stellate-pubescent, with 0-2 prickles. Inflorescences apparently terminal or lateral, 3-6 cm long, unbranched or rarely branched, with 4-12 flowers, 1(-5) flowers open at any one time; axes densely stellate-pubescent, unarmed; peduncle 0-3.5 cm long; pedicels 1-3.5 cm long, erect, articulated at the base, densely stellate-pubescent, with 0-2 prickles on long-styled flowers, unarmed on short-styled flowers; pedicel scars spaced 1-4 mm apart. Flowers 5-merous, heterostylous and the plants andromonoecious, with the lowermost 1(-2) flowers long-styled and hermaphrodite, the distal flowers short-styled and staminate. Calyx 3-15 mm long, with 2-10 prickles in long-styled flowers, unarmed in short-styled flowers, the lobes 2-7 mm long, deltate, apically acute to apiculate, densely stellate-pubescent. Corolla 1.5-3.2 cm in diameter, white, sometimes mauve, stellate, lobed for 1/2-4/5 of the way to the base, the lobes 6-15 mm long, 2-5 mm wide, broad-deltate, spreading, densely stellate-pubescent abaxially, the trichomes porrect, sessile, the rays 8-12, 0.1-0.3 mm long, the midpoints shorter than the rays. Stamens equal, with the filament tube 2-3 mm long and the free portion of the filaments 0.5-1.5 mm long; anthers 4.5-6.5 mm long, connivent, tapering, poricidal at the tips. Ovary densely stellate-pubescent in the upper 1/5; style 0.7-1 cm long in long-styled flowers, slender to stout, straight to recurved, sparsely stellate-pubescent near the base. Fruit a spherical to ellipsoid berry, often apiculate or acute at the distal end, retaining the same shape throughout development or widening with age, 1(-3) per infructescence, 3-5 cm long, 2-4.5 cm wide, the pericarp smooth to warty, evenly green when young, green-yellow to yellow at maturity; fruiting pedicels 2.5-4.5 cm long, 1.8-3.5 mm in diameter at base, woody, erect to pendulous, with 0-5 prickles; fruiting calyx lobes not elongating, covering ca. 1/6 of the mature fruit or less, moderately reflexed, with 0(-10) prickles.Seeds ca. 50-100 per berry, 4-5 × 2.7-4 × 0.3-0.8 mm, flattened-reniform, almost round, often somewhat irregular in outline, yellowish to pale orange-brown, the surface smooth or with raised outlines of cells or small pits.		http://solanaceaesource.org/content/solanum-aculeastrum		eng	http://creativecommons.org/licenses/by/3.0/	40012d7d-8fa8-4252-b91a-24ab69ab95b9#general
wfo-0001025704	use	Commonly quoted names throughout the distribution include Mutugunda, Omutugunda, and Mutura; more rarely mentioned are Umotobo, Kood (Lateba), Niva fera-fera, Temberere, Imitobotobo (Kirundi), and Motobatoba (Ruanda).		http://solanaceaesource.org/content/solanum-aculeastrum		eng	http://creativecommons.org/licenses/by/3.0/	40012d7d-8fa8-4252-b91a-24ab69ab95b9#use
wfo-0001025729	distribution	From central Peru to northern Bolivia in secondary growth from 1000 to 3000 m.		http://solanaceaesource.org/content/solanum-acuminatum		eng	http://creativecommons.org/licenses/by/3.0/	6d54b094-7b76-4230-a590-abfa2ee0a581#distribution
wfo-0001025729	general	Treelets to trees 20 cm d.b.h., 4-20 m tall; young stems and leaves glabrous, minutely papillose or sparsely to densely bristly with uniseriate simple trichomes 1-1.5 mm long, usually drying blackish; bark of the older stems pale greyish-brown, glabrous.Sympodial units difoliate, geminate.Leaves elliptic, usually drying dark, widest at the middle, glabrous and shiny adaxially, with tufts of uniseriate trichomes 1-1.5 mm long in the axils of the main lateral veins abaxially, or with the trichomes sparsely to densely covering the abaxial lamina, if the abaxial lamina covered, the trichomes denser along the veins and in the vein axils, the trichomes occasionally branched; major leaves 9-17 x 4-8 cm, with 7-8 pairs of main lateral veins, these prominent below, raised above, the apex acute, the base acute to rounded, occasionally oblique; petioles 0.7-1.2 cm long; minor leaves differing from the major ones mainly in size, 3-6 x 2-3.5 cm, the apex rounded, the base acute; petioles 6-8 mm long.Inflorescences opposite the leaves, often appearing terminal and overtopping the growing tips of the leaves, 1-5 cm long, usually simple, but occasionally furcate, 5-50-flowered, glabrous and minutely papillose at the tips to sparsely or densely pubescent with simple uniseriate trichomes like those of the stems, drying black; pedicel scars in pairs, the members of a pair touching but not overlapping, the pairs ca. 0.5 mm apart. Buds globose, the calyx lobes apiculate in bud, the corolla enclosed in the calyx until quite late. Pedicels at anthesis 1.1-1.5 cm long, fleshy, white on live plants, tapering from a basal diam. of ca. 0.5 mm to an abrupt widening at the base of the calyx tube.Flowers with the calyx tube cyathiform, ca. 2 mm long, the lobes rounded deltoid, apiculate, glabrous to sparsely pubescent with simple uniseriate trichomes, 1.5-2 mm long, the apices with minute uniseriate trichomes; corolla white, 1.2-1.8 cm in diam., lobed ca. 3/4 of the way to the base, the lobes partially reflexed at anthesis, the tips and margins of the lobes minutely papillose; anthers short and stout, ca. 3.5 x 1.75 mm, poricidal at the tips, the pores tear-drop shaped; free portion of the filaments 0.25-0.5 mm long, the filament tube 0.25-0.5 mm long; ovary glabrous; style straight, 4-5 mm long; stigma globose, bright green on live plants, minutely papillose.Fruit a globose, green berry, ripening a dirty greenish-yellow, ca. 1 cm in diam.; fruiting pedicels deflexed, woody, the apical portion expanded, ca. 3 mm in diam., below this portion tapering gently to a basal diam. of ca. 1 mm.Seeds pale yellow, flattened-reniform, ca. 3 x 2 mm, the margins incrassate, the surface pitted, the pits ca. 0.5 mm in diam.		http://solanaceaesource.org/content/solanum-acuminatum		eng	http://creativecommons.org/licenses/by/3.0/	6d54b094-7b76-4230-a590-abfa2ee0a581#general
wfo-0001025749	distribution	In northeastern Africa in Sudan, Eritrea and northern Ethiopia, around the Red Sea, also in the Arabian peninsula; growing in scrub and abandoned cultivation; 1700-3000 m elevation.		http://solanaceaesource.org/content/solanum-adoense		eng	http://creativecommons.org/licenses/by/3.0/	2403e1f7-0ad6-4b15-90bd-ece489e8bb0e#distribution
wfo-0001025749	general	Erect or procumbent shrub, 0.3-1.5 m, prickly. Young stems terete, sparsely stellate-pubescent and prickly, with porrect, sessile or variously stalked trichomes, the stalks to 0.2 mm long, the rays 6-8, 0.1-0.3 mm long, the midpoints reduced or the same length as the rays, occasionally to 1 mm long, the prickles 5-10(-12) mm long, 0.5-3 mm wide at base, straight, narrow-deltate, flattened, straw-yellow to yellow-orange, glabrous, spaced 3-20 mm apart; bark of older stems glabrescent, yellowish to light gray or orange-brown. Sympodial units difoliate, not geminate. Leaves lobed, the blades 1-8.5 cm long, 0.6-4.5 cm wide, 1-2 times longer than wide, ovate to orbicular, chartaceous, drying concolorous to strongly discolorous, orange-brown, yellow-green, or dark red-brown adaxially and pale green-brown abaxially; adaxial surface sparsely to moderately stellate-pubescent, with trichome midpoints to 0.5(-1) mm long; abaxial surface sparsely to moderately or sometimes densely stellate-pubescent with porrect, sessile or stalked trichomes, the stalks to 0.1 mm long, the rays (5-)6-8, 0.1-0.4 mm long, the midpoints reduced or the same length as the rays, sometimes to 1 mm long, with 0-5 prickles on both surfaces; the primary veins usually not visible or 1-3 pairs, the tertiary venation indistinct and usually not visible without magnification; base cuneate to rounded; margins lobed, the lobes 1-3 on each side, up to 1.5 cm long, extending up to 2/3 of the distance to the midvein, broad-deltate to oblong, apically rounded to obtuse; apex rounded to acute; petiole 0.2-1.5 cm long, 1/4-1/3 of the leaf blade length, sparsely to densely stellate-pubescent, with 0-3 prickles. Inflorescences apparently lateral, 1-9 cm long, rarely branched, with 1-13 flowers, 1-3 flowers open at any one time, sparsely to moderately stellate-pubescent, with 0-10 prickles; peduncle 1-10 mm long; pedicels 0.5-0.9 cm long, straight or gently curved, articulated at the base, sparsely to moderately stellate-pubescent, with 0-6 prickles; pedicel scars spaced 2-10 mm apart. Flowers 5-merous, apparently all perfect. Calyx 3-5 mm long, moderately stellate-pubescent, with 0-5 prickles, the lobes 1.5-2 mm long, narrow-deltate to long-ovate, apically acuminate. Corolla 1-2 cm in diameter, white to mauve, lobes sometimes with purple midveins, stellate, lobed for ca. 4/5 of the way to the base, the lobes 4-8 mm long, 1.5-2.5 mm wide, narrow-deltate to narrow-ovate, spreading, moderately stellate-pubescent abaxially, the trichomes porrect, sessile, the rays 6-8, 0.1-0.2 mm long, the midpoints shorter than the rays or to 1 mm long. Stamens equal, with the filament tube ca. 1.5 mm long, the free portion of the filaments 0.5-0.8 mm long; anthers 2.5-6 mm long, spreading, tapering, poricidal at the tips. Ovary glabrous, with a few stellate trichomes towards the apex; style 0.8-0.9 cm long, filiform, straight or recurved, stellate-pubescent in the lower ½-2/3.Fruit a spherical berry, 1-6 per infructescence, 0.5-0.8 cm in diameter, the pericarp smooth, orange-red at maturity, glabrous; fruiting pedicels 0.5-1.3 cm long, 0.4-0.7 mm in diameter at base, herbaceous, almost erect to pendulous, with 0-8 prickles; fruiting calyx not markedly elongating, 1/5-1/2 the length of the mature fruit, usually adnate, with 0-5 prickles. Seeds ca. 15-20 per berry, 2-2.5 mm long, 1.5-2.5 mm wide, flattened-reniform, dull yellow to orange-brown.		http://solanaceaesource.org/content/solanum-adoense		eng	http://creativecommons.org/licenses/by/3.0/	2403e1f7-0ad6-4b15-90bd-ece489e8bb0e#general
wfo-0001025749	genetics	Bitter, G. 1923. Solana Africana. IV. Repert. Spec. Nov. Regni Veg., Beih.. 16: 1-320.Friis, I. 2006a. Solanaceae. In Flora of Ethiopia and Eritrea vol. 5, ed. I. Hedberg et al., 103–160 Addis Addis Ababa: Ababa University; Uppsala: Uppsala University.Friis, I. 2006b. Solanaceae. In Flora of Somalia vol. 3, ed. M. Thulin, 206-219. Kew: Royal Botanic Gardens, KewJaeger, P.-M. L. 1985. Systematic studies in the genus Solanum in Africa. PhD thesis. United Kingdom: University of Birmingham.		http://solanaceaesource.org/content/solanum-adoense		eng	http://creativecommons.org/licenses/by/3.0/	2403e1f7-0ad6-4b15-90bd-ece489e8bb0e#genetics
wfo-0001025754	conservation	LC (Least Concern)- While S. adscendens does not meet IUCN Red List qualifications for a Threatened or even Near Threatened species, it is still of some concern due to the limited geographic distribution and rapid conversion of land for grazing and farming in Rio Grande do Sul (IBGE 2010). It is advised that this species be monitored in the future, as it is uncertain how it will respond to land conversion.		http://solanaceaesource.org/content/solanum-adscendens		eng	http://creativecommons.org/licenses/by/3.0/	fb96bb0c-993b-47fb-85ba-8a73cca63469#conservation
wfo-0001025754	distribution	The majority of collections of S. adscendens are from Rio Grande do Sul State in Brazil. A few collections exist from Misiones and Corrientes Provinces in Argentina, but these are found nearly on the border between the two countries. Solanum adscendens is a weedy species of interior forests and river banks as well as fields and roadsides (commonly ruderal) in seasonal deciduous forests at elevations from 0-600 (900) m.		http://solanaceaesource.org/content/solanum-adscendens		eng	http://creativecommons.org/licenses/by/3.0/	fb96bb0c-993b-47fb-85ba-8a73cca63469#distribution
wfo-0001025754	general	Herb, sometimes woody at base, much-branched, the branches decumbent with apices upright, 1-3 dm tall. Stems sparsely to densely pubescent with 2-5-celled unbranched, straight hairs. Sympodial units 2-foliate, the leaves solitary or geminate. Leaf blades 1.5-4 x 1-3.5 cm, cordiform, chartaceous to membranaceous, nearly glabrous to sparsely pubescent adaxially and abaxially with 1-2 (4)-celled unbranched eglandular hairs, these 0.5-1.5 mm, erect or lying flat along blade, denser along veins, mixed with small, glandular hairs, these 0.1-0.2 mm, barely visible in dried material; base truncate to cordate, often asymmetrical, slightly decurrent into petiole; main veins 3-5, palmately leaving the leaf base; margins entire and ciliate with unbranched hairs; apex acuminate to acute; petioles 0.5-1.5 cm, moderately pubescent with unbranched hairs like those of stems. Infloresences with 1-3 flowers, the axes sparsely to moderately pubescent with unbranched hairs; peduncle absent or nearly so; rachis absent; pedicels 5-15 mm in flower, 10-20 mm in fruit, pendent. Flowers with the calyx 3-10 mm long, the tube 1-3 mm, the lobes 2-7 x 0.5-1.5 mm, linear-lanceolate, moderately to densely pubescent. Corolla 0.5-1.5 cm in diameter, rotate with abundant interpetalar tissue, chartaceous to membranaceous, white, the tube 3-6 mm long, the lobes very short, 1-2 x 0.5-1 mm, triangular, acute at apices, glabrous abaxially and adaxially. Stamens 2-4 mm long; filaments up to 1 mm long; anthers 1.5-3 x 0.5-1.5 mm, oblong, the base cordate, the apex emarginate. Ovary glabrous; style 4-6 x 0.5-1 mm, equal to or exserted beyond stamens; stigma to 1 mm wide. Fruit a globose berry, 5-12 mm in diameter, white to yellow when immature, maturing semitransparent, drying brown, glabrous, the mesocarp probably watery and held under pressure until dehiscing explosively at maturity. Seeds 10-35 per fruit, ca. 2.5 x 1.5 mm, with a small notch where connected to placenta, the margin not swollen, surface with fine raised ridges radiating from center to edges and shallow ridges running parallel to margin.		http://solanaceaesource.org/content/solanum-adscendens		eng	http://creativecommons.org/licenses/by/3.0/	fb96bb0c-993b-47fb-85ba-8a73cca63469#general
wfo-0001025760	distribution	Cultivated throughout tropical Sub-Saharan Africa and on Madagascar, not known in the wild except as feral individuals; also cultivated in South America and in some parts of Europe and Asia; thrives in full sun and woodland savannah.  In temperate zones cultivars apparently cannot tolerate cold or wet conditions and are only grown in greenhouse conditions or in the summer.		http://solanaceaesource.org/content/solanum-aethiopicum		eng	http://creativecommons.org/licenses/by/3.0/	fd2b4df6-6f03-4c64-82d4-6f3da57f581f#distribution
wfo-0001025760	general	Erect annual or perennial herb to shrub, 0.3-1 m, unarmed. Young stems terete, glabrous to moderately stellate-pubescent and unarmed, with porrect, sessile or variously stalked trichomes, the stalks to 0.1 mm long, the rays ca. 8(-12), 0.15-0.3 mm long, the midpoints shorter than the rays, often with minute simple hairs; bark of older stems glabrous, sometimes glabrescent, orange to dark brown.Sympodial units difoliate, geminate or not geminate.Leaves subentire to weakly lobed, the blades 5-18 cm long, 2.5-10 cm wide, 2-3 times longer than wide, ovate, sometimes elliptic, membranous to chartaceous, drying concolorous to discolorous, yellow-green to dark red-brown or almost black; adaxial surface glabrous to moderately stellate-pubescent, with thick-stalked trichomes; abaxial surface glabrous to moderately stellate-pubescent with porrect, sessile or stalked trichomes, the stalks to 0.1 mm long, the rays ca. 8(-12), 0.2-0.35 mm long, the midpoints shorter than the rays, often with minute simple hairs; the primary veins 3-6 pairs, the tertiary venation usually visible on both surfaces; base cuneate to rounded; margins lobed, the lobes to 3 on each side, up to 1.5 cm long, extending up to 1/4 of the distance to the midvein, broad-deltate, apically rounded, sometimes acute; apex acute; petiole 1-4 cm long, 1/4-1/3 of the leaf blade length, glabrous to moderately stellate-pubescent. Inflorescences apparently lateral, 1-1.8 cm long, unbranched, with 1-2(-10) flowers, 1(-3) flowers open at any one time, glabrous to moderately stellate-pubescent; peduncle 0-0.5 mm long; pedicels 0.5-2 cm long, gently curved, articulated at the base, glabrous to moderately stellate-pubescent; pedicel scars spaced ca. 2 mm apart.Flowers 5-10-merous, apparently all perfect. Calyx 3.5-9 mm long, glabrous to moderately stellate-pubescent, unarmed, the lobes 1.5-5 mm long, broad-deltate, apically acute. Corolla 0.8-1.8 cm in diameter, white, stellate, lobed for ca. 2/3 of the way to the base, the lobes 2.5-8 mm long, 1.5-4.5 mm wide, deltate, spreading, glabrous to moderately stellate-pubescent abaxially, the trichomes porrect, sessile or stalked, the stalks up to 0.1 mm long, the rays 8-10(-12), 0.1-0.2 mm long, the midpoints shorter than the rays. Stamens equal, with the filament tube ca. 1.5 mm long, the free portion of the filaments 0.4-0.8 mm long; anthers 2.3-4(-6) mm long, connivent to spreading, tapering, poricidal at the tips. Ovary glabrous or stellate-pubescent in the upper 1/5; style 0.45-0.9 cm long, slender to stout, straight to recurved, glabrous to stellate-pubescent for up to 2/3 of its length.Fruit a berry, usually spherical but with cultivars of various shapes, 1-4 per infructescence, (1-)1.5-2.5(-5) cm in diameter, the pericarp smooth, dark green with pale green and cream markings when young, orange at maturity, glabrous; fruiting pedicels 0.7-2.5 cm long, 0.5-1.5 mm in diameter at base, woody, erect to pendulous; fruiting calyx lobes elongating to 3.5-17 mm long, 1/4-1/2 the length of the mature fruit, reflexed.Seeds ca. 20-100 per berry, 2.1-3.5 mm long, 2-2.5 mm wide, flattened-reniform, dull yellow to orange-brown.		http://solanaceaesource.org/content/solanum-aethiopicum		eng	http://creativecommons.org/licenses/by/3.0/	fd2b4df6-6f03-4c64-82d4-6f3da57f581f#general
wfo-0001025760	use	Local Names. Scarlet eggplant, African eggplant, bitter tomato (English), Aubergine écarlate, aubergine africaine, tomate amère (French), Jiló (Portuguese), Ngogwe, Nyanya chugu (Swahili). Other names cited on herbarium labels include Nguejio (Cameroon), Suma, Ngago, Teno, Daa-teno (Central African Republic), Nakatti Nakasugga, Omutonga (Uganda), Chipilinganya, Impwa (Zambia).Uses. An important traditional garden vegetable used for its edible fruits and leaves, depending upon the cultivar used (see commentary). Medicinal applications include the use of roots and fruits as a carminative, sedative, and to treat colic; leaf juice to treat uterine complains; an alcoholic extract of leaves as a sedative, antiemetic and to treat tetanus after abortion; and crushed and macerated fruits as an enema. Used as a rootstock for eggplant (S. melongena) in Japan, and in eggplant breeding due to its disease resistance.		http://solanaceaesource.org/content/solanum-aethiopicum		eng	http://creativecommons.org/licenses/by/3.0/	fd2b4df6-6f03-4c64-82d4-6f3da57f581f#use
wfo-0001025782	distribution	Endemic to Kenya; found in  wet montane forest understory, Croton–Brachylaena–Calodendrum and Ocotea forests; 1800–2500 m elevation.		http://solanaceaesource.org/content/solanum-agnewiorum		eng	http://creativecommons.org/licenses/by/3.0/	df7d708d-5853-4bb8-8a45-b61d7c344445#distribution
wfo-0001025782	general	Climbing shrub to 4 m, densely prickly. Young stems terete, sparsely stellate-pubescent and densely prickly, with porrect, sessile trichomes, the rays 6-8, 0.1-0.15 mm long, the midpoints elongated to 0.5-1 mm, occasionally reduced, also with minute simple hairs, the prickles 1.5-3 mm long, 1-2.5 mm wide at base, curved, conical to flattened, brown, glabrous, spaced 2-5 mm apart; bark of older stems glabrescent, brown to red-brown. Sympodial units difoliate, geminate or not geminate. Leaves lobed, the blades 6-14 cm long, 4.5-9 cm wide, ca. 2 times longer than wide, elliptic, membranous to chartaceous, drying concolorous to weakly discolorous, yellow-green to green-brown; adaxial surface sparsely stellate-pubescent, with trichome midpoints to 1 mm long; abaxial surface sparsely stellate-pubescent with porrect, sessile trichomes, the rays ca. 8, 0.1-0.25 mm long, the midpoints 0.3-1 mm long, with over 20 prickles on both surfaces; the primary veins 3-5 pairs, the tertiary venation visible on both surfaces; base cuneate; margins lobed, the lobes 2-5 on each side, 1-1.7 cm long, extending 1/4-1/3 of the distance to the midvein, deltate, apically acuminate; apex acuminate; petiole 1.2-6 cm long, 1/4-1/2 of the leaf blade length, weakly to moderately stellate-pubescent, with 2-10 prickles. Inflorescences apparently lateral, 2-3 cm long, unbranched, with 1-4 flowers, 1(-2) flowers open at any one time, sparsely stellate-pubescent, with 0-5 prickles; peduncle 0-5 mm long; pedicels 0.9-1.3 cm long, gently curved, articulated at the base, moderately stellate-pubescent, with 0-5 prickles; pedicel scars spaced 2-7 mm apart. Flowers 5-merous, heterostylous and the plants andromonoecious, with the lowermost 1-2 flowers long-styled and hermaphrodite, the distal flowers short-styled and staminate. Calyx 3-4 mm long, moderately stellate-pubescent, with 0-10 prickles, the lobes 1-2 mm long, deltate, apically acuminate. Corolla 1.3-1.6 cm in diameter, white, stellate, lobed for 2/3-3/4 of the way to the base, the lobes 5-6.5 mm long, 2.5-3.5 mm wide, deltate, spreading, moderately stellate-pubescent abaxially, the trichomes porrect, sessile, the rays 5-8, 0.1-0.2 mm long, the midpoints shorter than the rays. Stamens equal, with the filament tube ca. 1.5 mm long, the free portion of the filaments 0.4-0.6 mm long; anthers 4-4.5 mm long, connivent, tapering, poricidal at the tips. Ovary glabrous, with a few stellate trichomes towards the apex; style 0.55-0.75 cm long in long-styled flowers, stout, straight, stellate-pubescent for most if its length. Fruit a spherical berry, 1(-2) per infructescence, 2-2.5 cm in diameter, the pericarp smooth, evenly green when young, yellow at maturity, glabrous; fruiting pedicels 2.5-3.5 cm long, 10-13 mm in diameter at base, woody, pendulous, with 2-10 prickles; fruiting calyx lobes not elongating, less than 1/6 the length of the mature fruit, with 0-10 prickles. Seeds ca. 15-20 per berry, 5.5-6 mm long, ca. 4.5 mm wide, flattened-reniform, dull yellow to orange-brown.		http://solanaceaesource.org/content/solanum-agnewiorum		eng	http://creativecommons.org/licenses/by/3.0/	df7d708d-5853-4bb8-8a45-b61d7c344445#general
wfo-0001025783	distribution	Southern Ecuador in the provinces of Loja and Azuay, between Loja and Cuenca.		http://solanaceaesource.org/content/solanum-agnoston		eng	http://creativecommons.org/licenses/by/3.0/	ddb7c2a2-fa11-4298-8011-bfda8aa6926f#distribution
